contract_version,is_synthetic,source,ingested_at,borehole_id,from_depth_m,to_depth_m,rock_type,formation,weathering
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490135,MOIL-BHR-02-BH-003,64.96,86.9,manganese ore,Sausar Group / Mansar Formation,moderately
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490144,MOIL-BHR-02-BH-004,0.0,33.77,mica-schist,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490151,MOIL-BHR-02-BH-004,33.77,40.61,mica-schist,Sausar Group / Mansar Formation,highly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490158,MOIL-BHR-02-BH-004,40.61,49.98,quartzite,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490165,MOIL-BHR-02-BH-004,49.98,70.72,manganese ore,Sausar Group / Mansar Formation,highly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490172,MOIL-BHR-02-BH-004,70.72,106.99,phyllite,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490179,MOIL-BHR-02-BH-004,106.99,113.49,gondite,Sausar Group / Mansar Formation,highly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490186,MOIL-BHR-02-BH-004,113.49,138.39,calc-granulite,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490193,MOIL-BHR-02-BH-004,138.39,155.33,quartzite,Sausar Group / Mansar Formation,moderately
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490201,MOIL-BHR-02-BH-004,155.33,159.64,calc-granulite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490208,MOIL-BHR-02-BH-004,159.64,183.8,quartzite,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490215,MOIL-BHR-02-BH-005,0.0,22.27,phyllite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490222,MOIL-BHR-02-BH-005,22.27,45.57,gondite,Sausar Group / Mansar Formation,moderately
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490230,MOIL-BHR-02-BH-005,45.57,70.81,phyllite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490237,MOIL-BHR-02-BH-005,70.81,79.57,calc-granulite,Sausar Group / Mansar Formation,highly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490244,MOIL-BHR-02-BH-005,79.57,100.99,phyllite,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490252,MOIL-BHR-02-BH-005,100.99,120.36,phyllite,Sausar Group / Mansar Formation,moderately
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490259,MOIL-BHR-02-BH-005,120.36,124.41,mica-schist,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490266,MOIL-BHR-02-BH-005,124.41,130.3,gondite,Sausar Group / Mansar Formation,moderately
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490273,MOIL-BHR-02-BH-006,0.0,30.46,quartzite,Sausar Group / Mansar Formation,highly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490280,MOIL-BHR-02-BH-006,30.46,59.9,manganese ore,Sausar Group / Mansar Formation,moderately
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490287,MOIL-BHR-02-BH-006,59.9,72.84,gondite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490294,MOIL-BHR-02-BH-006,72.84,84.76,calc-granulite,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490301,MOIL-BHR-02-BH-006,84.76,105.6,mica-schist,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490308,MOIL-BHR-02-BH-007,0.0,45.45,gondite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490315,MOIL-BHR-02-BH-007,45.45,47.99,phyllite,Sausar Group / Mansar Formation,moderately
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490322,MOIL-BHR-02-BH-007,47.99,75.57,mica-schist,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490329,MOIL-BHR-02-BH-007,75.57,119.11,gondite,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490336,MOIL-BHR-02-BH-007,119.11,144.11,mica-schist,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490343,MOIL-BHR-02-BH-007,144.11,164.3,quartzite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490350,MOIL-BHR-02-BH-008,0.0,29.23,phyllite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490357,MOIL-BHR-02-BH-008,29.23,52.63,calc-granulite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490364,MOIL-BHR-02-BH-008,52.63,56.0,gondite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490373,MOIL-BHR-02-BH-009,0.0,20.77,manganese ore,Sausar Group / Mansar Formation,moderately
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490380,MOIL-BHR-02-BH-009,20.77,38.47,phyllite,Sausar Group / Mansar Formation,moderately
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490387,MOIL-BHR-02-BH-009,38.47,40.89,quartzite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490395,MOIL-BHR-02-BH-009,40.89,59.83,phyllite,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490402,MOIL-BHR-02-BH-009,59.83,73.11,mica-schist,Sausar Group / Mansar Formation,moderately
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490409,MOIL-BHR-02-BH-009,73.11,93.33,gondite,Sausar Group / Mansar Formation,moderately
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490416,MOIL-BHR-02-BH-009,93.33,97.21,gondite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490423,MOIL-BHR-02-BH-009,97.21,107.15,phyllite,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490430,MOIL-BHR-02-BH-009,107.15,113.7,quartzite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490437,MOIL-BHR-02-BH-010,0.0,7.06,manganese ore,Sausar Group / Mansar Formation,highly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490444,MOIL-BHR-02-BH-010,7.06,28.33,phyllite,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490453,MOIL-BHR-02-BH-010,28.33,32.36,gondite,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490460,MOIL-BHR-02-BH-010,32.36,56.52,mica-schist,Sausar Group / Mansar Formation,moderately
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490467,MOIL-BHR-02-BH-010,56.52,73.55,mica-schist,Sausar Group / Mansar Formation,highly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490475,MOIL-BHR-02-BH-010,73.55,98.67,calc-granulite,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490483,MOIL-BHR-02-BH-010,98.67,104.92,quartzite,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490490,MOIL-BHR-02-BH-010,104.92,130.53,calc-granulite,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490497,MOIL-BHR-02-BH-010,130.53,142.03,manganese ore,Sausar Group / Mansar Formation,highly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490504,MOIL-BHR-02-BH-010,142.03,157.97,quartzite,Sausar Group / Mansar Formation,highly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490511,MOIL-BHR-02-BH-010,157.97,169.79,gondite,Sausar Group / Mansar Formation,highly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490520,MOIL-BHR-02-BH-010,169.79,186.41,manganese ore,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490528,MOIL-BHR-02-BH-010,186.41,200.23,gondite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490535,MOIL-BHR-02-BH-010,200.23,216.08,calc-granulite,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490542,MOIL-BHR-02-BH-010,216.08,226.61,gondite,Sausar Group / Mansar Formation,completely
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490551,MOIL-BHR-02-BH-010,226.61,227.9,calc-granulite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490559,MOIL-BHR-02-BH-011,0.0,17.33,gondite,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490566,MOIL-BHR-02-BH-011,17.33,28.48,calc-granulite,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490573,MOIL-BHR-02-BH-011,28.48,44.47,phyllite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490580,MOIL-BHR-02-BH-011,44.47,58.6,phyllite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490587,MOIL-BHR-02-BH-011,58.6,69.12,gondite,Sausar Group / Mansar Formation,moderately
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490594,MOIL-BHR-02-BH-011,69.12,98.0,manganese ore,Sausar Group / Mansar Formation,moderately
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490601,MOIL-BHR-02-BH-012,0.0,25.34,manganese ore,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490609,MOIL-BHR-02-BH-012,25.34,43.32,mica-schist,Sausar Group / Mansar Formation,moderately
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490616,MOIL-BHR-02-BH-012,43.32,46.5,calc-granulite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490623,MOIL-BHR-02-BH-012,46.5,66.3,mica-schist,Sausar Group / Mansar Formation,completely
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490630,MOIL-BHR-02-BH-012,66.3,77.43,gondite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490637,MOIL-BHR-02-BH-012,77.43,106.34,calc-granulite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490644,MOIL-BHR-02-BH-012,106.34,128.24,mica-schist,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490651,MOIL-BHR-02-BH-012,128.24,143.78,gondite,Sausar Group / Mansar Formation,moderately
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490658,MOIL-BHR-02-BH-012,143.78,161.97,gondite,Sausar Group / Mansar Formation,moderately
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490666,MOIL-BHR-02-BH-012,161.97,162.5,mica-schist,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490673,MOIL-UKW-03-BH-001,0.0,30.32,quartzite,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490681,MOIL-UKW-03-BH-001,30.32,47.82,phyllite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490688,MOIL-UKW-03-BH-001,47.82,73.4,gondite,Sausar Group / Mansar Formation,completely
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490695,MOIL-UKW-03-BH-002,0.0,10.84,phyllite,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490702,MOIL-UKW-03-BH-002,10.84,25.22,manganese ore,Sausar Group / Mansar Formation,highly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490709,MOIL-UKW-03-BH-002,25.22,37.77,mica-schist,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490716,MOIL-UKW-03-BH-002,37.77,55.4,quartzite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490723,MOIL-UKW-03-BH-002,55.4,72.57,mica-schist,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490730,MOIL-UKW-03-BH-002,72.57,104.07,mica-schist,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490737,MOIL-UKW-03-BH-002,104.07,111.97,calc-granulite,Sausar Group / Mansar Formation,moderately
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490745,MOIL-UKW-03-BH-002,111.97,127.07,gondite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490752,MOIL-UKW-03-BH-002,127.07,144.81,quartzite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490759,MOIL-UKW-03-BH-002,144.81,164.6,mica-schist,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490766,MOIL-UKW-03-BH-003,0.0,17.38,manganese ore,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490773,MOIL-UKW-03-BH-003,17.38,25.69,gondite,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490780,MOIL-UKW-03-BH-003,25.69,36.01,phyllite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490787,MOIL-UKW-03-BH-003,36.01,54.51,quartzite,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490794,MOIL-UKW-03-BH-003,54.51,87.5,gondite,Sausar Group / Mansar Formation,moderately
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490801,MOIL-UKW-03-BH-004,0.0,18.69,phyllite,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490808,MOIL-UKW-03-BH-004,18.69,20.88,manganese ore,Sausar Group / Mansar Formation,moderately
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490815,MOIL-UKW-03-BH-004,20.88,29.35,manganese ore,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490822,MOIL-UKW-03-BH-004,29.35,45.49,calc-granulite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490829,MOIL-UKW-03-BH-004,45.49,57.56,manganese ore,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490836,MOIL-UKW-03-BH-004,57.56,64.15,calc-granulite,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490843,MOIL-UKW-03-BH-004,64.15,90.25,gondite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490850,MOIL-UKW-03-BH-004,90.25,104.64,gondite,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490857,MOIL-UKW-03-BH-004,104.64,127.86,quartzite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490864,MOIL-UKW-03-BH-004,127.86,150.12,quartzite,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490871,MOIL-UKW-03-BH-004,150.12,151.1,mica-schist,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490878,MOIL-UKW-03-BH-005,0.0,26.09,mica-schist,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490885,MOIL-UKW-03-BH-005,26.09,44.83,phyllite,Sausar Group / Mansar Formation,highly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490892,MOIL-UKW-03-BH-005,44.83,48.38,manganese ore,Sausar Group / Mansar Formation,moderately
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490901,MOIL-UKW-03-BH-005,48.38,59.88,phyllite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490908,MOIL-UKW-03-BH-005,59.88,66.43,mica-schist,Sausar Group / Mansar Formation,moderately
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490915,MOIL-UKW-03-BH-005,66.43,71.0,calc-granulite,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490922,MOIL-UKW-03-BH-005,71.0,84.3,quartzite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490929,MOIL-UKW-03-BH-006,0.0,13.37,calc-granulite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490936,MOIL-UKW-03-BH-006,13.37,35.45,phyllite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490943,MOIL-UKW-03-BH-006,35.45,41.82,calc-granulite,Sausar Group / Mansar Formation,highly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490950,MOIL-UKW-03-BH-006,41.82,46.92,manganese ore,Sausar Group / Mansar Formation,completely
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490957,MOIL-UKW-03-BH-006,46.92,60.23,manganese ore,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490965,MOIL-UKW-03-BH-006,60.23,69.15,quartzite,Sausar Group / Mansar Formation,moderately
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490971,MOIL-UKW-03-BH-006,69.15,97.91,calc-granulite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490978,MOIL-UKW-03-BH-006,97.91,111.76,phyllite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490985,MOIL-UKW-03-BH-006,111.76,138.31,mica-schist,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.490994,MOIL-UKW-03-BH-006,138.31,145.92,gondite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.491001,MOIL-UKW-03-BH-006,145.92,155.47,quartzite,Sausar Group / Mansar Formation,moderately
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.491008,MOIL-UKW-03-BH-006,155.47,159.5,calc-granulite,Sausar Group / Mansar Formation,completely
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.491015,MOIL-UKW-03-BH-007,0.0,5.88,calc-granulite,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.491023,MOIL-UKW-03-BH-007,5.88,11.36,mica-schist,Sausar Group / Mansar Formation,moderately
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.491029,MOIL-UKW-03-BH-007,11.36,28.08,phyllite,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.491036,MOIL-UKW-03-BH-007,28.08,40.56,phyllite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.491043,MOIL-UKW-03-BH-007,40.56,70.99,manganese ore,Sausar Group / Mansar Formation,highly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.491050,MOIL-UKW-03-BH-007,70.99,91.89,manganese ore,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.491057,MOIL-UKW-03-BH-007,91.89,103.53,gondite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.491064,MOIL-UKW-03-BH-007,103.53,116.46,phyllite,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.491072,MOIL-UKW-03-BH-007,116.46,144.1,gondite,Sausar Group / Mansar Formation,moderately
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.491079,MOIL-UKW-03-BH-007,144.1,167.04,phyllite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.491086,MOIL-UKW-03-BH-007,167.04,182.29,calc-granulite,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.491093,MOIL-UKW-03-BH-007,182.29,193.0,manganese ore,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.491100,MOIL-UKW-03-BH-008,0.0,6.47,gondite,Sausar Group / Mansar Formation,moderately
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.491108,MOIL-UKW-03-BH-008,6.47,30.74,calc-granulite,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.491115,MOIL-UKW-03-BH-008,30.74,43.33,manganese ore,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.491123,MOIL-UKW-03-BH-008,43.33,57.52,calc-granulite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.491130,MOIL-UKW-03-BH-008,57.52,75.62,phyllite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.491137,MOIL-UKW-03-BH-008,75.62,96.05,gondite,Sausar Group / Mansar Formation,moderately
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.491144,MOIL-UKW-03-BH-008,96.05,102.72,gondite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.491151,MOIL-UKW-03-BH-008,102.72,107.78,calc-granulite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.491159,MOIL-UKW-03-BH-008,107.78,125.1,manganese ore,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.491166,MOIL-UKW-03-BH-009,0.0,24.51,manganese ore,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.491172,MOIL-UKW-03-BH-009,24.51,47.6,quartzite,Sausar Group / Mansar Formation,highly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.491180,MOIL-UKW-03-BH-009,47.6,90.02,calc-granulite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.491187,MOIL-UKW-03-BH-009,90.02,94.56,manganese ore,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.491194,MOIL-UKW-03-BH-009,94.56,98.67,mica-schist,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.491201,MOIL-UKW-03-BH-009,98.67,109.7,manganese ore,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.491208,MOIL-UKW-03-BH-010,0.0,10.38,mica-schist,Sausar Group / Mansar Formation,highly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.491215,MOIL-UKW-03-BH-010,10.38,33.2,quartzite,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.491222,MOIL-UKW-03-BH-010,33.2,57.86,mica-schist,Sausar Group / Mansar Formation,moderately
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.491229,MOIL-UKW-03-BH-010,57.86,70.14,quartzite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.491236,MOIL-UKW-03-BH-010,70.14,104.11,calc-granulite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.491243,MOIL-UKW-03-BH-010,104.11,116.04,calc-granulite,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.491250,MOIL-UKW-03-BH-010,116.04,145.09,mica-schist,Sausar Group / Mansar Formation,moderately
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.491258,MOIL-UKW-03-BH-010,145.09,158.0,phyllite,Sausar Group / Mansar Formation,moderately
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.491265,MOIL-UKW-03-BH-011,0.0,4.49,gondite,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.491272,MOIL-UKW-03-BH-011,4.49,41.93,phyllite,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.491279,MOIL-UKW-03-BH-011,41.93,60.54,quartzite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T11:28:20.491286,MOIL-UKW-03-BH-011,60.54,72.33,quartzite,Sausar Group / Mansar Formation,fresh
