contract_version,is_synthetic,source,ingested_at,mine_code,blast_id,planned_at,executed_at,delay_hours,bench_or_level,holes_charged,explosive_kg,tonnes_broken,mean_fragmentation_cm,outcome
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484210,MOIL-BAL-01,MOIL-BAL-01-BL-00119,2024-01-17T06:00:00,2024-01-17T06:00:00,0.0,L3,76,160.2,3003.0,24.0,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484216,MOIL-BAL-01,MOIL-BAL-01-BL-00120,2024-01-18T06:00:00,2024-01-18T06:00:00,0.0,L8,19,329.1,2761.5,14.1,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484224,MOIL-BAL-01,MOIL-BAL-01-BL-00121,2024-01-19T06:00:00,2024-01-19T06:00:00,0.0,L8,74,520.7,2059.0,23.0,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484230,MOIL-BAL-01,MOIL-BAL-01-BL-00122,2024-01-20T06:00:00,2024-01-20T06:00:00,0.0,L1,46,301.5,1544.9,18.0,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484236,MOIL-BAL-01,MOIL-BAL-01-BL-00123,2024-01-21T06:00:00,2024-01-21T06:00:00,0.0,L5,71,680.8,1129.3,24.1,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484242,MOIL-BAL-01,MOIL-BAL-01-BL-00124,2024-01-22T06:00:00,2024-01-22T06:00:00,0.0,L3,47,215.3,1070.1,10.7,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484248,MOIL-BAL-01,MOIL-BAL-01-BL-00125,2024-01-23T06:00:00,2024-01-23T06:00:00,0.0,L4,65,182.6,1629.5,21.3,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484254,MOIL-BAL-01,MOIL-BAL-01-BL-00126,2024-01-24T06:00:00,2024-01-24T06:00:00,0.0,L8,59,280.6,1114.7,21.3,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484260,MOIL-BAL-01,MOIL-BAL-01-BL-00127,2024-01-25T06:00:00,2024-01-25T06:00:00,0.0,L7,70,333.1,1325.6,18.2,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484266,MOIL-BAL-01,MOIL-BAL-01-BL-00128,2024-01-26T06:00:00,2024-01-26T06:00:00,0.0,L4,50,332.9,1246.0,40.0,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484272,MOIL-BAL-01,MOIL-BAL-01-BL-00129,2024-01-27T06:00:00,2024-01-27T06:00:00,0.0,L6,58,134.3,1817.9,19.4,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484279,MOIL-BAL-01,MOIL-BAL-01-BL-00130,2024-01-28T06:00:00,2024-01-28T06:00:00,0.0,L3,59,560.6,2321.1,10.9,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484285,MOIL-BAL-01,MOIL-BAL-01-BL-00131,2024-01-29T06:00:00,2024-01-29T06:00:00,0.0,L6,44,456.4,965.5,12.1,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484291,MOIL-BAL-01,MOIL-BAL-01-BL-00132,2024-01-30T06:00:00,2024-01-30T06:00:00,0.0,L4,58,551.9,856.7,13.4,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484298,MOIL-BAL-01,MOIL-BAL-01-BL-00133,2024-01-31T06:00:00,2024-01-31T06:00:00,0.0,L1,31,339.6,3173.6,7.2,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484305,MOIL-BAL-01,MOIL-BAL-01-BL-00134,2024-02-01T06:00:00,2024-02-01T06:00:00,0.0,L1,18,444.0,1201.6,30.5,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484311,MOIL-BAL-01,MOIL-BAL-01-BL-00135,2024-02-02T06:00:00,2024-02-02T06:00:00,0.0,L2,62,367.1,1928.7,13.8,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484317,MOIL-BAL-01,MOIL-BAL-01-BL-00136,2024-02-03T06:00:00,2024-02-03T06:00:00,0.0,L6,76,283.2,1877.4,21.5,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484323,MOIL-BAL-01,MOIL-BAL-01-BL-00137,2024-02-04T06:00:00,2024-02-04T06:00:00,0.0,L8,69,377.7,2020.6,16.4,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484329,MOIL-BAL-01,MOIL-BAL-01-BL-00138,2024-02-05T06:00:00,2024-02-05T06:00:00,0.0,L4,60,188.4,1057.9,22.5,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484335,MOIL-BAL-01,MOIL-BAL-01-BL-00139,2024-02-06T06:00:00,2024-02-06T06:00:00,0.0,L1,47,254.7,2022.5,12.8,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484341,MOIL-BAL-01,MOIL-BAL-01-BL-00140,2024-02-07T06:00:00,2024-02-07T06:00:00,0.0,L4,43,656.8,1032.6,27.2,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484347,MOIL-BAL-01,MOIL-BAL-01-BL-00141,2024-02-08T06:00:00,2024-02-08T06:00:00,0.0,L5,46,287.0,2896.8,28.8,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484353,MOIL-BAL-01,MOIL-BAL-01-BL-00142,2024-02-09T06:00:00,2024-02-09T06:00:00,0.0,L5,44,79.8,945.5,34.7,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484359,MOIL-BAL-01,MOIL-BAL-01-BL-00143,2024-02-10T06:00:00,2024-02-10T06:00:00,0.0,L2,81,247.2,926.7,32.8,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484365,MOIL-BAL-01,MOIL-BAL-01-BL-00144,2024-02-11T06:00:00,2024-02-11T06:00:00,0.0,L5,47,249.0,757.9,18.3,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484371,MOIL-BAL-01,MOIL-BAL-01-BL-00145,2024-02-12T06:00:00,2024-02-12T06:00:00,0.0,L3,54,654.8,1077.5,16.3,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484378,MOIL-BAL-01,MOIL-BAL-01-BL-00146,2024-02-13T06:00:00,2024-02-13T06:00:00,0.0,L4,68,187.8,1959.2,6.4,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484385,MOIL-BAL-01,MOIL-BAL-01-BL-00147,2024-02-14T06:00:00,2024-02-14T06:00:00,0.0,L2,38,221.4,638.5,8.8,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484391,MOIL-BAL-01,MOIL-BAL-01-BL-00148,2024-02-15T06:00:00,2024-02-15T06:00:00,0.0,L5,66,949.6,2066.5,18.1,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484398,MOIL-BAL-01,MOIL-BAL-01-BL-00149,2024-02-16T06:00:00,2024-02-16T09:21:13.092840,3.35,L8,47,211.2,1699.9,16.0,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484404,MOIL-BAL-01,MOIL-BAL-01-BL-00150,2024-02-17T06:00:00,2024-02-17T06:00:00,0.0,L3,78,410.8,1108.3,10.3,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484411,MOIL-BAL-01,MOIL-BAL-01-BL-00151,2024-02-18T06:00:00,2024-02-18T06:00:00,0.0,L5,55,446.3,1466.6,21.6,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484418,MOIL-BAL-01,MOIL-BAL-01-BL-00152,2024-02-19T06:00:00,2024-02-19T06:00:00,0.0,L8,85,401.8,1998.4,7.3,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484424,MOIL-BAL-01,MOIL-BAL-01-BL-00153,2024-02-20T06:00:00,2024-02-20T06:00:00,0.0,L5,38,582.4,2194.7,29.6,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484430,MOIL-BAL-01,MOIL-BAL-01-BL-00154,2024-02-21T06:00:00,2024-02-21T06:00:00,0.0,L3,35,374.3,1598.0,17.4,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484436,MOIL-BAL-01,MOIL-BAL-01-BL-00155,2024-02-22T06:00:00,2024-02-22T06:00:00,0.0,L8,18,254.8,1513.4,29.1,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484443,MOIL-BAL-01,MOIL-BAL-01-BL-00156,2024-02-23T06:00:00,2024-02-23T17:01:37.310634,11.03,L4,18,265.8,1313.4,21.8,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484449,MOIL-BAL-01,MOIL-BAL-01-BL-00157,2024-02-24T06:00:00,2024-02-24T06:00:00,0.0,L8,76,284.5,1190.3,13.2,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484455,MOIL-BAL-01,MOIL-BAL-01-BL-00158,2024-02-25T06:00:00,2024-02-25T06:00:00,0.0,L6,61,172.6,437.0,25.1,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484461,MOIL-BAL-01,MOIL-BAL-01-BL-00159,2024-02-26T06:00:00,2024-02-26T06:00:00,0.0,L8,38,329.7,1104.5,14.7,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484467,MOIL-BAL-01,MOIL-BAL-01-BL-00160,2024-02-27T06:00:00,2024-02-27T06:00:00,0.0,L5,30,322.4,758.0,36.6,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484473,MOIL-BAL-01,MOIL-BAL-01-BL-00161,2024-02-28T06:00:00,2024-02-28T06:00:00,0.0,L6,75,396.5,1352.4,26.4,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484479,MOIL-BAL-01,MOIL-BAL-01-BL-00162,2024-02-29T06:00:00,2024-02-29T06:00:00,0.0,L7,31,104.1,2450.9,16.7,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484485,MOIL-BAL-01,MOIL-BAL-01-BL-00163,2024-03-01T06:00:00,2024-03-01T06:00:00,0.0,L1,65,558.7,1456.1,8.2,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484491,MOIL-BAL-01,MOIL-BAL-01-BL-00164,2024-03-02T06:00:00,2024-03-02T06:00:00,0.0,L1,31,195.8,1259.6,11.3,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484497,MOIL-BAL-01,MOIL-BAL-01-BL-00165,2024-03-03T06:00:00,2024-03-03T06:00:00,0.0,L7,46,100.1,948.1,16.9,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484504,MOIL-BAL-01,MOIL-BAL-01-BL-00166,2024-03-04T06:00:00,2024-03-04T13:21:17.437537,7.35,L4,80,291.2,1205.0,16.5,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484510,MOIL-BAL-01,MOIL-BAL-01-BL-00167,2024-03-05T06:00:00,2024-03-05T06:00:00,0.0,L4,23,233.3,1971.2,17.0,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484517,MOIL-BAL-01,MOIL-BAL-01-BL-00168,2024-03-06T06:00:00,2024-03-06T06:00:00,0.0,L7,47,308.1,724.2,25.3,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484524,MOIL-BAL-01,MOIL-BAL-01-BL-00169,2024-03-07T06:00:00,2024-03-07T06:00:00,0.0,L7,34,263.8,1663.2,43.4,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484530,MOIL-BAL-01,MOIL-BAL-01-BL-00170,2024-03-08T06:00:00,2024-03-08T06:00:00,0.0,L6,52,266.9,1747.4,14.9,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484536,MOIL-BAL-01,MOIL-BAL-01-BL-00171,2024-03-09T06:00:00,2024-03-09T06:00:00,0.0,L1,66,583.9,1232.4,14.0,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484542,MOIL-BAL-01,MOIL-BAL-01-BL-00172,2024-03-10T06:00:00,2024-03-10T06:00:00,0.0,L3,77,170.2,1843.6,34.2,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484549,MOIL-BAL-01,MOIL-BAL-01-BL-00173,2024-03-11T06:00:00,2024-03-11T06:00:00,0.0,L3,80,375.0,1254.8,12.3,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484556,MOIL-BAL-01,MOIL-BAL-01-BL-00174,2024-03-12T06:00:00,2024-03-12T06:00:00,0.0,L8,74,573.8,1127.3,9.1,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484561,MOIL-BAL-01,MOIL-BAL-01-BL-00175,2024-03-13T06:00:00,2024-03-13T06:00:00,0.0,L7,44,343.4,2118.2,21.1,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484568,MOIL-BAL-01,MOIL-BAL-01-BL-00176,2024-03-14T06:00:00,2024-03-14T06:00:00,0.0,L3,29,678.1,907.1,16.2,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484574,MOIL-BAL-01,MOIL-BAL-01-BL-00177,2024-03-15T06:00:00,2024-03-15T06:00:00,0.0,L1,44,331.8,1290.4,16.1,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484580,MOIL-BAL-01,MOIL-BAL-01-BL-00178,2024-03-16T06:00:00,2024-03-16T06:00:00,0.0,L8,42,267.9,1173.7,30.5,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484586,MOIL-BAL-01,MOIL-BAL-01-BL-00179,2024-03-17T06:00:00,2024-03-17T06:00:00,0.0,L7,57,107.6,2099.3,14.6,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484592,MOIL-BAL-01,MOIL-BAL-01-BL-00180,2024-03-18T06:00:00,2024-03-18T06:00:00,0.0,L2,33,589.9,1773.4,13.9,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484598,MOIL-BAL-01,MOIL-BAL-01-BL-00181,2024-03-19T06:00:00,2024-03-19T06:00:00,0.0,L8,64,189.8,1891.0,34.7,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484604,MOIL-BAL-01,MOIL-BAL-01-BL-00182,2024-03-20T06:00:00,2024-03-20T06:00:00,0.0,L2,52,94.4,693.7,19.1,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484612,MOIL-BAL-01,MOIL-BAL-01-BL-00183,2024-03-21T06:00:00,2024-03-21T09:51:02.616926,3.85,L1,68,451.1,1947.5,17.8,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484618,MOIL-BAL-01,MOIL-BAL-01-BL-00184,2024-03-22T06:00:00,2024-03-22T14:32:02.439402,8.53,L7,53,210.7,2218.0,12.0,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484625,MOIL-BAL-01,MOIL-BAL-01-BL-00185,2024-03-23T06:00:00,2024-03-23T14:39:41.685168,8.66,L6,73,516.6,2071.4,9.6,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484631,MOIL-BAL-01,MOIL-BAL-01-BL-00186,2024-03-24T06:00:00,2024-03-24T06:00:00,0.0,L5,29,75.6,1056.2,23.2,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484637,MOIL-BAL-01,MOIL-BAL-01-BL-00187,2024-03-25T06:00:00,2024-03-25T06:00:00,0.0,L6,59,164.8,1223.0,23.7,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484643,MOIL-BAL-01,MOIL-BAL-01-BL-00188,2024-03-26T06:00:00,2024-03-26T06:00:00,0.0,L3,55,245.5,1535.6,9.8,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484649,MOIL-BAL-01,MOIL-BAL-01-BL-00189,2024-03-27T06:00:00,2024-03-27T06:00:00,0.0,L7,71,287.7,1550.3,15.3,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484655,MOIL-BAL-01,MOIL-BAL-01-BL-00190,2024-03-28T06:00:00,2024-03-28T06:00:00,0.0,L8,56,275.5,1931.6,24.3,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484661,MOIL-BAL-01,MOIL-BAL-01-BL-00191,2024-03-29T06:00:00,2024-03-29T06:00:00,0.0,L6,60,499.1,2015.9,35.8,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484667,MOIL-BAL-01,MOIL-BAL-01-BL-00192,2024-03-30T06:00:00,2024-03-30T06:00:00,0.0,L8,60,143.2,1450.8,15.9,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484674,MOIL-BAL-01,MOIL-BAL-01-BL-00193,2024-03-31T06:00:00,2024-03-31T14:31:49.340487,8.53,L7,19,151.2,1321.6,12.5,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484680,MOIL-BAL-01,MOIL-BAL-01-BL-00194,2024-04-01T06:00:00,2024-04-01T06:00:00,0.0,L8,81,185.4,1042.6,35.4,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484686,MOIL-BAL-01,MOIL-BAL-01-BL-00195,2024-04-02T06:00:00,2024-04-02T06:00:00,0.0,L1,75,512.0,1259.5,10.9,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484693,MOIL-BAL-01,MOIL-BAL-01-BL-00196,2024-04-03T06:00:00,2024-04-04T02:58:52.037865,20.98,L3,44,341.2,1698.2,10.4,partial
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484699,MOIL-BAL-01,MOIL-BAL-01-BL-00197,2024-04-04T06:00:00,2024-04-04T06:00:00,0.0,L1,44,228.8,1215.2,15.9,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484707,MOIL-BAL-01,MOIL-BAL-01-BL-00198,2024-04-05T06:00:00,2024-04-05T06:00:00,0.0,L8,40,251.5,1505.7,15.4,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484713,MOIL-BAL-01,MOIL-BAL-01-BL-00199,2024-04-06T06:00:00,2024-04-06T06:00:00,0.0,L2,62,129.7,1850.0,19.2,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484719,MOIL-BAL-01,MOIL-BAL-01-BL-00200,2024-04-07T06:00:00,2024-04-07T19:46:31.283883,13.78,L6,41,258.2,880.3,19.8,partial
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484725,MOIL-BAL-01,MOIL-BAL-01-BL-00201,2024-04-08T06:00:00,2024-04-08T06:00:00,0.0,L8,65,307.5,645.8,15.7,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484732,MOIL-BAL-01,MOIL-BAL-01-BL-00202,2024-04-09T06:00:00,2024-04-09T13:57:49.012879,7.96,L3,53,302.6,2397.3,15.0,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484738,MOIL-BAL-01,MOIL-BAL-01-BL-00203,2024-04-10T06:00:00,2024-04-10T06:00:00,0.0,L6,58,576.6,1767.9,35.8,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484744,MOIL-BAL-01,MOIL-BAL-01-BL-00204,2024-04-11T06:00:00,2024-04-11T06:00:00,0.0,L4,40,180.4,2336.7,14.9,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484751,MOIL-BAL-01,MOIL-BAL-01-BL-00205,2024-04-12T06:00:00,2024-04-12T11:52:35.774749,5.88,L3,35,167.8,1643.3,15.0,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484757,MOIL-BAL-01,MOIL-BAL-01-BL-00206,2024-04-13T06:00:00,2024-04-13T09:08:48.072216,3.15,L8,63,307.7,580.8,12.9,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484764,MOIL-BAL-01,MOIL-BAL-01-BL-00207,2024-04-14T06:00:00,2024-04-14T15:05:33.025885,9.09,L7,25,339.7,1152.1,20.1,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484770,MOIL-BAL-01,MOIL-BAL-01-BL-00208,2024-04-15T06:00:00,2024-04-15T06:00:00,0.0,L4,48,458.7,2103.0,20.8,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484776,MOIL-BAL-01,MOIL-BAL-01-BL-00209,2024-04-16T06:00:00,2024-04-16T06:00:00,0.0,L7,42,318.8,1424.5,11.7,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484782,MOIL-BAL-01,MOIL-BAL-01-BL-00210,2024-04-17T06:00:00,2024-04-17T06:00:00,0.0,L5,48,484.9,1115.8,17.2,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484788,MOIL-BAL-01,MOIL-BAL-01-BL-00211,2024-04-18T06:00:00,2024-04-18T06:00:00,0.0,L4,41,189.0,645.2,23.5,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484794,MOIL-BAL-01,MOIL-BAL-01-BL-00212,2024-04-19T06:00:00,2024-04-19T06:00:00,0.0,L2,43,335.6,2410.4,19.6,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484801,MOIL-BAL-01,MOIL-BAL-01-BL-00213,2024-04-20T06:00:00,2024-04-20T06:00:00,0.0,L7,38,374.8,1118.6,24.6,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484808,MOIL-BAL-01,MOIL-BAL-01-BL-00214,2024-04-21T06:00:00,2024-04-21T06:00:00,0.0,L3,70,872.5,2223.6,21.1,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484815,MOIL-BAL-01,MOIL-BAL-01-BL-00215,2024-04-22T06:00:00,2024-04-22T06:00:00,0.0,L2,25,89.3,1417.5,22.1,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484821,MOIL-BAL-01,MOIL-BAL-01-BL-00216,2024-04-23T06:00:00,2024-04-23T06:00:00,0.0,L3,75,406.5,786.9,37.2,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484827,MOIL-BAL-01,MOIL-BAL-01-BL-00217,2024-04-24T06:00:00,2024-04-25T00:06:55.773050,18.12,L3,75,219.8,2071.1,20.4,partial
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484834,MOIL-BAL-01,MOIL-BAL-01-BL-00218,2024-04-25T06:00:00,2024-04-25T06:00:00,0.0,L6,79,184.1,1644.2,3.8,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484840,MOIL-BAL-01,MOIL-BAL-01-BL-00219,2024-04-26T06:00:00,2024-04-26T06:00:00,0.0,L8,61,251.9,1903.8,13.7,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484846,MOIL-BAL-01,MOIL-BAL-01-BL-00220,2024-04-27T06:00:00,2024-04-27T06:00:00,0.0,L7,65,406.2,1372.2,17.8,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484852,MOIL-BAL-01,MOIL-BAL-01-BL-00221,2024-04-28T06:00:00,2024-04-28T06:00:00,0.0,L1,56,456.8,3077.7,6.5,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484859,MOIL-BAL-01,MOIL-BAL-01-BL-00222,2024-04-29T06:00:00,2024-04-29T06:00:00,0.0,L8,85,317.5,474.1,11.2,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484866,MOIL-BAL-01,MOIL-BAL-01-BL-00223,2024-04-30T06:00:00,2024-04-30T13:28:53.080609,7.48,L6,41,384.8,856.9,7.3,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484872,MOIL-BAL-01,MOIL-BAL-01-BL-00224,2024-05-01T06:00:00,2024-05-01T06:00:00,0.0,L1,63,334.6,1033.3,14.8,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484878,MOIL-BAL-01,MOIL-BAL-01-BL-00225,2024-05-02T06:00:00,2024-05-02T06:00:00,0.0,L4,73,350.3,1051.1,13.1,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484884,MOIL-BAL-01,MOIL-BAL-01-BL-00226,2024-05-03T06:00:00,2024-05-03T06:00:00,0.0,L8,54,359.7,1369.8,13.0,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484890,MOIL-BAL-01,MOIL-BAL-01-BL-00227,2024-05-04T06:00:00,2024-05-04T06:00:00,0.0,L4,73,332.9,1156.9,15.6,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484896,MOIL-BAL-01,MOIL-BAL-01-BL-00228,2024-05-05T06:00:00,2024-05-05T06:00:00,0.0,L6,58,525.2,917.0,18.0,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484903,MOIL-BAL-01,MOIL-BAL-01-BL-00229,2024-05-06T06:00:00,2024-05-06T13:25:39.859292,7.43,L2,56,447.4,823.9,20.9,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484909,MOIL-BAL-01,MOIL-BAL-01-BL-00230,2024-05-07T06:00:00,2024-05-07T06:00:00,0.0,L3,42,658.7,1745.1,19.2,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484916,MOIL-BAL-01,MOIL-BAL-01-BL-00231,2024-05-08T06:00:00,2024-05-08T16:15:51.533474,10.26,L8,61,185.3,1527.4,22.4,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484923,MOIL-BAL-01,MOIL-BAL-01-BL-00232,2024-05-09T06:00:00,2024-05-09T06:00:00,0.0,L1,32,434.6,2123.8,7.4,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484930,MOIL-BAL-01,MOIL-BAL-01-BL-00233,2024-05-10T06:00:00,2024-05-10T13:12:07.324909,7.2,L7,42,132.2,1688.3,28.1,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.484994,MOIL-BAL-01,MOIL-BAL-01-BL-00234,2024-05-11T06:00:00,2024-05-11T06:00:00,0.0,L2,63,429.5,986.0,18.5,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.485001,MOIL-BAL-01,MOIL-BAL-01-BL-00235,2024-05-12T06:00:00,2024-05-12T06:00:00,0.0,L2,80,169.4,747.0,27.1,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.485007,MOIL-BAL-01,MOIL-BAL-01-BL-00236,2024-05-13T06:00:00,2024-05-13T06:00:00,0.0,L6,40,593.7,1615.7,13.4,success
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.485013,MOIL-BAL-01,MOIL-BAL-01-BL-00237,2024-05-14T06:00:00,2024-05-14T06:00:00,0.0,L5,49,487.2,2371.1,24.6,success
